8000000000,8200000000,8500000000,9000000000,9900000000,11000000000,13800000000,19600000000,21400000000,21600000000,21800000000,22200000000,23400000000,27000000000,34000000000,36000000000,34400000000,29200000000,24200000000,19800000000,16000000000,12600000000,10000000000,8000000000

